Order,Family,Genus,Species,FishTree Name,Common name,References
Perciformes,Pinguipedidae,Pinguipes,brasilianus,Pinguipes_brasilianus,brazilian sandperch,Villanueva-Gomila et al. 2015
Perciformes,Polynemidae,Eleutheronema,tetradactylum,Eleutheronema_tetradactylum,fourfinger threadfin,"Shihab et al. 2017, Horne et al. 2011 "
Perciformes,Polyprionidae,Polyprion,americanus,Polyprion_americanus,wreckfish,Peres & Klippel 2003 
Perciformes,Pomacanthidae,Holacanthus,tricolor,Holacanthus_tricolor,rock beauty,"Hourigan & Kelley 1985, Moyer et al. 1983 "
Perciformes,Pomacentridae,Dascyllus ,aruanus,Dascyllus_aruanus,whitetail dascyllus,"Cole 2002, Mizushima 2000 , Coates 1982, Wong et al. 2012"
Perciformes,Priacanthidae,Priacanthus,hamrur,Priacanthus_hamrur,moontail bullseye,Sivakami et al. 2001 
Perciformes,Rachycentridae,Rachycentron,canadum,Rachycentron_canadum,cobia,"Dhansekar, Selvakumar & Munuswamy, Joseph et al. 1964 "
Perciformes,Rhyacichthyidae,Rhyacichthys,aspro,Rhyacichthys_aspro,Loach goby,Miller 1992 
Perciformes,Scaridae,Chlorurus,gibbus,Chlorurus_gibbus,Heavybeak parrotfish,"Mank & Avise 2006, Breder & Rosen 1966, "
Perciformes,Scaridae,Scarus,psittacus,Scarus_psittacus,Common parrotfish,"Mank & Avise 2006, Choat & Robertson 1975, "
Perciformes,Scatophagidae,Scatophagus,argus,Scatophagus_argus,spotted scat,"Shao, Hwang & Lee 2004, Barry & Fast 1992 , Madhavi et al. 2015 "
Perciformes,Schindleriidae,Schindleria,praematura,Schindleria_praematura,Schindler's fish,Thacker and Grier 2005 
Perciformes,Sciaenidae,Otolithes,ruber,Otolithes_ruber,tigertooth croaker,"Dadzie & Abou-Seedo, 2004, Breder & Rosen 1966 "
Perciformes,Scombridae,Thunnus,alalunga,Thunnus_alalunga,albacore,"Ratty, Laurs, & Kelly 1990, Breder & Rosen 1966 "
Perciformes,Scombrolabracidae,Scombrolabrax,heterolepis,Scombrolabrax_heterolepis,longfin escolar,Bond and Uyeno 1981 
Perciformes,Serranidae,Bullisichthys,caribbaeus,Bullisichthys_caribbaeus,pugnose bass,Smith & Erdman 1973
Perciformes,Serranidae,Epinephelus,tauvina,Epinephelus_tauvina,greasy grouper,"Abu-Hakima 1987, Mathew et al. 2002, Ohta et al. 2017"
Perciformes,Serranidae,Serranus,cabrilla,Serranus_cabrilla,comber,"Garcia-Diaz et al. 1997, Lahnsteiner 2006, Garcia-Diaz et al. 2002"
Perciformes,Serranidae,Serranus,scriba,Serranus_scriba,painted comber,"Tuset et al. 2005, Taborsky 1994, Alos et al. 2013"
Perciformes,Siganidae,Siganus,luridus,Siganus_luridus,dusky spinefoot,Azzurro et al. 2007
Perciformes,Sillaginidae,Sillago,robusta,Sillago_robusta,Stout whiting,Butcher & Brown 1995 
Perciformes,Sparidae,Cheimerius,nufar,Cheimerius_nufar,Santer seabream,"Mank & Avise 2006, Taborsky 1994, Garratt 1991"
Perciformes,Sparidae,Pagrus,auratus,Chrysophrys_auratus,Silver seabream,"Mank & Avise 2006, Taborsky 1994, Nahas et al. 2003 "
Perciformes,Sphyraenidae,Sphyraena,barracuda,Sphyraena_barracuda,great barracuda,"DeSylva 1963, D'Allesandro et al. 2011 "
Perciformes,Stichaeidae,Ulvaria,subbifurcata,Ulvaria_subbifurcata,radiated shanny,"LeDrew & Green 1975, Coleman 1992"
Perciformes,Stromateidae,Peprilus,medius,Peprilus_medius,pacific harvestfish,Maldonade-Amparo et al. 2017 
Perciformes,Trichiuridae,Lepidopus,caudatus,Lepidopus_caudatus,silver scabbardfish,"Tuset et al. 2006, Breder & Rosen 1966 "
Perciformes,Tripterygiidae,Enneapterygius,atriceps,Enneapterygius_atriceps,Hawaiian blackhead triplefin,"Longenecker & Langston, 2005"
Perciformes,Trypterygiidae,Axoclinus,nigricaudus,Axoclinus_nigricaudus,Cortez triplefin,Neat 2001
Perciformes,Trypterygiidae,Enneanectes,boehlkei,Enneanectes_boehlkei,Roughhead triplefin,"Rasotto 1995, Thresher 1984"
Perciformes,Trypterygiidae,Enneanectes,carminalis,Enneanectes_carminalis,Delicate triplefin,Neat 2001
Perciformes,Trypterygiidae,Enneanectes,pectoralis,Enneanectes_pectoralis,Redeye triplefin,"Rasotto 1995, Thresher 1984"
Perciformes,Trypterygiidae,Tripterygion,delaisi,Tripterygion_delaisi,,De Jonge et al. 1989 
Perciformes,Trypterygiidae,Tripterygion,tripteronotum,Tripterygion_tripteronotum,Red-black triplefin,De Jonge et al. 1989 
Perciformes,Xiphiidae,Xiphias,gladius,Xiphias_gladius,swordfish,"Young and Drake 2002, Palko et al. 1981 "
Perciformes,Zoarcidae,Zoarces,americanus,Zoarces_americanus,Ocean pout,"Yao & Crim 1995, Steimle et al. 1999, Keats et al. 1985 "
Percopsiformes,Aphredoderidae,Aphredoderus,sayanus,Aphredoderus_sayanus,Pirate perch,"Mank & Avise 2006, Fletcher et al. 2004 "
Pleuronectiformes,Achiridae,Achirus,lineatus,Achirus_lineatus,Lined sole,"Kobelkowsky 2000, Burghart et al. 2014 "
Pleuronectiformes,Achiridae,Gymnachirus,texae,Gymnachirus_texae,Mexican fringed sole,Kobelkowsky 2000 
Pleuronectiformes,Achiridae,Trinectes,maculatus,Trinectes_maculatus,Hogchoker,"Kobelkowsky 2000, Smith 1986 "
Pleuronectiformes,Bothidae,Bothus,ellipticus,Bothus_ellipticus,,"Konstantinou & Shen 1995, Mank & Avise 2006, Morato et al. 2007 "
Pleuronectiformes,Bothidae,Bothus,ocellatus,Bothus_ocellatus,Eyed flounder,"Konstantinou & Shen 1995, Mank & Avise 2006, Manabe et al. 2000 "
Pleuronectiformes,Bothidae,Engyprosopon,grandisquama,Engyprosopon_grandisquama,Largescale flounder,"Manabe et al. 2000, Mank & Avise 2006 "
Pleuronectiformes,Cynoglossidae,Cynoglossus,arel,Cynoglossus_arel,largescale tonguesole,Ghaffari et al. 2015 
Pleuronectiformes,Osphronemidae,Betta,splendens,Betta_splendens,siamese fighting fish,"Lim et al. 2014, Clotfelter et al. 2006 "
Pleuronectiformes,Osphronemidae,Colisa,lalia,Trichogaster_lalius,dwarf gourami,"Hayakawa & Kobayashi 2010, Sahu et al. 2018 "
Pleuronectiformes,Pleuronectidae,Kareius,bicoloratus,Kareius_bicoloratus,stone flounder,"Kang, Kim, & Chung 2016 "
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,Pseudopleuronectes_americanus,Winter flounder,"Breder 1922, Mank & Avise 2006 "
Pleuronectiformes,Psettodidae,Psettodes,erumei,Psettodes_erumei,indian halibut,Ramanathan & Natarajan 1979 
Pleuronectiformes,Scophthalmidae,Psetta,maxima,Scophthalmus_maximus,turbot,"Caputo et al. 2001, McEvoy & McEvoy 1992 "
Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,Scophthalmus_rhombus,brill,Caputo et al. 2001 
Pleuronectiformes,Soleidae,Solea,senegalensis,Solea_senegalensis,senegalese sole,"Garcia-Lopez, Martinez-Rodriques, & Sarasquete 2005, Ramos-Judez et al. 2021, "
Polypteriformes,Polypteridae,Erpetoichthys,calabaricus,Erpetoichthys_calabaricus,Reedfish,"Britz & Bartsch 1998, "
Saccopharyngiformes,Cyematidae,Cyema,atrum,Cyema_atrum,bobtail eel,Fishelson 1994 
Saccopharyngiformes,Eurypharyngidae,Eurypharynx,pelecanoides,Eurypharynx_pelecanoides,pelican eel,Fishelson 1994 
Salmoniformes,Salmonidae,Salmo,salar,Salmo_salar,Atlantic salmon,"Aubin-Horth & Dodson 2004, Taborsky 1994, Balon 1975 "
Salmoniformes,Salmonidae,Salvelinus,malma,Salvelinus_malma,Dolly varden,"Koseki et al. 2002, Taborsky 1994, Balon 1975 "
Scorpaeniformes,Agonidae,Aspidophoroides ,monopterygius,Aspidophoroides_monopterygius,alligatorfish,Arbour et al. 2010
Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria,Anoplopoma_fimbria,sablefish,"Luckenbach & Fairgrieve 2016, Kendal et al. 1987, Morita et al. 2012"
Scorpaeniformes,Cottidae,Cottus,bairdii,Cottus_bairdii,Mottled sculpin,"Fiumera et al. 2002, Mank & Avise 2006 "
Scorpaeniformes,Cottidae,Cottus,nozawae,Cottus_nozawae,Fluvial sculpin,"Goto 1982, Mank & Avise 2006 "
Scorpaeniformes,Cottidae,Radulinopsis,taranetzi,Radulinopsis_taranetzi,,Abe & Munehara 2007
Scorpaeniformes,Hexagrammidae,Hexagrammos,agrammus,Hexagrammos_agrammus,spotty-bellied greenling,"Kurita et al. 1995 , Munehara et al. 2000"
Scorpaeniformes,Jordaniidae,Jordania,zonope,Jordania_zonope,Longfin sculpin,"Koya & Hayakawa 2011, Demetropoulos et al. 1990 "
Scorpaeniformes,Platycephalidae,Platycephalus,bassensis,Platycephalus_bassensis,Southern sand flathead,"Bani et al. 2009, "
Scorpaeniformes,Scorpaenidae,Caracanthus,typicus,Caracanthus_typicus,hawaiian orbicular velvetfish,Cole 2003
Scorpaeniformes,Scorpaenidae,Caracanthus,unipinna,Caracanthus_unipinna,pygmy coral croucher,"Cole 2003, Wong et al. 2005"
Scorpaeniformes,Scorpaenidae,Dendrochirus,zebra,Dendrochirus_zebra,Zebra turkeyfish,"Moyer & Zaiser 1981, Mank & Avise "
Scorpaeniformes,Scorpaenidae,Scorpaena,notata,Scorpaena_notata,Small red scorpionfish,"Munoz, Casadevall, & Bonet, 2002, Munoz et al. 2002 "
Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,Scorpaena_porcus,black scorpionfish,"Sabat et al. 2009, Breder & Rosen 1966 "
Scorpaeniformes,Scorpaenidae,Scorpaena,scrofa,Scorpaena_scrofa,red scorpionfish,"Sabat et al. 2009, Breder & Rosen 1966 "
Scorpaeniformes,Sebastidae,Helicolenus,dactylopterus,Helicolenus_dactylopterus,blackbelly rosefish,"Munoz, Casadevall, & Bonet 1999, Pavlov & Emel Yanova 2013 "
Scorpaeniformes,Triglidae,Chelidonichthys,obscura,Chelidonichthys_obscurus,longfin gurnard,"Munoz, Casadevall, & Bonet 2009, Turan et al. 2016 "
Scorpaeniformes,Triglidae,Trigla,lyra,Trigla_lyra,Piper gurnard,"Munoz et al., 2002, Breder & Rosen 1966 "
Siluriformes,Amphiliidae,Amphilus,natalensis,Amphilius_natalensis,natal mountain catfish,Mariott et al. 1997 
Siluriformes,Ariidae ,Sciades,couma,Sciades_couma,Couma catfish,Loir et al. 1989
Siluriformes,Ariidae ,Sciades,parkeri,Sciades_parkeri,Gillbacker catfish,Loir et al. 1989
Siluriformes,Ariidae ,Sciades,proops,Sciades_proops,Crucifix catfish,"Loir et al. 1989, Carvallho et al. 2015 "
Siluriformes,Astroblepidae,Astroblepus,choate,Astroblepus_chotae,,Spadella et al. 2012
Siluriformes,Astroblepidae,Astroblepus,sabalo,Astroblepus_sabalo,,Spadella et al. 2012
Siluriformes,Astroblepidae,Astroblepus,trifasciatus,Astroblepus_trifasciatus,,Spadella et al. 2012
Siluriformes,Auchenipteridae,Ageneiosus,inermis,Ageneiosus_inermis,Manduba,Loir et al. 1989
Siluriformes,Auchenipteridae,Auchenipterus,nuchalis,Auchenipterus_nuchalis,Moustache cat,Mazzoldi et al. 2007
Siluriformes,Auchenipteridae,Tatia,intermedia,Tatia_intermedia,Driftwood cat,Mazzoldi et al. 2007
Siluriformes,Auchenipteridae,Trachelyopterus,galeatus,Trachelyopterus_galeatus,Common woodcat,"Meisner et al. 2000, Lemes et al. 2016 "
Siluriformes,Auchenipteridae,Trachelyopterus,lucenai,Trachelyopterus_lucenai,,Meisner et al. 2000
Siluriformes,Auchenipteridae,Trachelyopterus,striatulus,Trachelyopterus_striatulus,Singing catfish,Ihering 1937
Siluriformes,Bagridae,Mystus,tengara,Mystus_tengara,Indian catfish,Rastogi 1969
Siluriformes,Bagridae,Mystus,vitattus,Mystus_vittatus,striped dwarf catfish,"Joy & Singh 1998, Hossain 2014 "
Siluriformes,Bagridae,Rita,rita,Rita_rita,,"Joy & Singh, 1998 "
Siluriformes,Callichthyidae,Callichthys,callichthys,Callichthys_callichthys,Armoured catfish,"Mazzoldi et al. 2007, Ridley 1978"
Siluriformes,Callichthyidae,Corydoras,aeneus,Corydoras_aeneus,Bronze cory,"Mazzoldi et al. 2007, Kohda et al. 2002, Mank & Avise 2006 "
Siluriformes,Callichthyidae,Corydoras,bondi,Corydoras_bondi,Blackstripe cory,Mazzoldi et al. 2007
Siluriformes,Callichthyidae,Corydoras,ehrhardti,Corydoras_ehrhardti,,Mazzoldi et al. 2007
Siluriformes,Callichthyidae,Corydoras,potaroensis,Corydoras_potaroensis,,Mazzoldi et al. 2007
Siluriformes,Callichthyidae,Hoplosternum,littorale,Hoplosternum_littorale,Fork tailed hoplo,"Mazzoldi et al. 2007, Hostache & Mol 1998, Breder & Rosen 1966 "
Siluriformes,Cetopsidae,Helogenes,marmoratus,Helogenes_marmoratus,,Loir et al. 1989
Siluriformes,Clariidae,Clarias,batrachus,Clarias_batrachus,Walking catfish,"Singh & Joy 1999, Ridley 1978, Breder & Rosen 1966 "
Siluriformes,Clariidae,Clarias,gariepinus,Clarias_gariepinus,African catfish,"Van den Hurk 1987, Bruton 1979, Bruton 1978 "
Siluriformes,Clariidae,Heterobranchus,longifilis,Heterobranchus_longifilis,Sampa,Oteme et al. 1996 
Siluriformes,Claroteidae,Auchenoglanis,occidentalis,Auchenoglanis_occidentalis,bubu,"Shinkafi, Ipinjolu, & Hassan 2011 "
Siluriformes,Claroteidae,Clarotes,laticeps,Clarotes_laticeps,widehead catfish,"Ekokotu, Olele 2014 "
Siluriformes,Doradidae,Hassar,affinis,Hassar_affinis,,Cantanhede et al. 2016
Siluriformes,Heptapteridae,Pimelodella,vitatta,Pimelodella_vittata,,Santos et al. 2010 
Siluriformes,Heptapteridae,Rhamdia ,quelen,Rhamdia_quelen,south american catfish,"Tessaro et al. 2012, Silva et al. 2003"
Siluriformes,Heteropneustidae,Heteropneustes,fossilis,Heteropneustes_fossilis,Asian stinging catfish,"Nayyar & Sundararaj 1970, Orkisz et al. 2010 "
Siluriformes,Horabagridae ,Horabagrus,brachysoma,Horabagrus_brachysoma,Gnther's catfish,"Chandran & Prasad 2018, Bindu et al. 2012"
Siluriformes,Ictaluridae,Ictalurus,furcatus,Ictalurus_furcatus,blue catfish,Sneed & Clemmens 1963
Siluriformes,Ictaluridae,Ictalurus,punctatus,Ictalurus_punctatus,channel catfish,Sneed & Clemmens 1963
Siluriformes,Ictaluridae,Noturus,gyrinus,Noturus_gyrinus,tadpole madtom,Whiteside & Burr 1986 
Siluriformes,Loricariidae,Fonchiiichthys,uracanthus,Fonchiiichthys_uracanthus,,Eric et al. 1982
Siluriformes,Loricariidae,Rhinelepis,aspera,Rhinelepis_aspera,,Melo et al. 2011 
Siluriformes,Malapteruridae,Malapterurus,electricus,Malapterurus_electricus,electric catfish,Shahin 2006 
Siluriformes,Mochokidae,Synodontis,multipunctata,Synodontis_multipunctatus,,"Mank & Avise 2006 , Taborsky 1994"
Siluriformes,Pangasiidae,Pangassius,pangassius,Pangasius_pangasius,pangas catfish,"Joy & Singh, 1998 "
Siluriformes,Pimelodidae,Conorhynchos,conirostris,Conorhynchos_conirostris,pira catfish,Cruz & dos Santos 2004 
Siluriformes,Pimelodidae,Iheringichtys,labrosus,Iheringichthys_labrosus,,Cruz & dos Santos 2004 
Siluriformes,Pimelodidae,Pimelodus,maculatus,Pimelodus_maculatus,,Cruz & dos Santos 2004 
Siluriformes,Pimelodidae,Pseudoplatystoma ,corruscans ,Pseudoplatystoma_corruscans,Spotted sorubim,"Brito & Bazzoli 2003, Godinho et al. 2007"
Siluriformes,Plotosidae,Neosilurus,ater,Neosilurus_ater,Narrowfront tandan,"Orr & Milward 1984, Mank & Avise 2006 "
Siluriformes,Plotosidae,Neosilurus,hyrtlii,Neosilurus_hyrtlii,Glencoe tandan,"Orr & Milward 1984, Mank & Avise 2006 "
Siluriformes,Pseudopimelodidae,Lophiosilurus,alexandri,Lophiosilurus_alexandri,,"Melo et al. 2011, Guimaraes-Cruz et al. 2009 "
Siluriformes,Schilbeidae,Eutropiichthys,vacha,Eutropiichthys_vacha,Batchwa vacha,Soomro et al. 2012 
Siluriformes,Schilbeidae,Schilbe,mystus,Schilbe_mystus,African butter catfish,Ayoade 2010 
Siluriformes,Scoloplacidae,Scoloplax,distolothrix,Scoloplax_distolothrix,,Spadella et al. 2008 
Siluriformes,Siluridae,Ompok ,siluroides,Ompok_siluroides,,"Joy & Singh, 1998 "
Siluriformes,Siluridae,Silurus,aristotelis,Silurus_aristotelis,Aristotle's catfish,"Iliadou & Fishelson 1995, Balon 1975 "
Siluriformes,Siluridae,Silurus,asotus,Silurus_asotus,Amur catfish,"Maehata 2002, Mank & Avise 2006 "
Siluriformes,Siluridae,Silurus,lithophilus,Silurus_lithophilus,Rock catfish,"Maehata 2001, Mank & Avise 2006 "
Siluriformes,Sisoridae,Glyptothorax,brevipinnis,Glyptothorax_brevipinnis,river cat,"Khanna & Pant, 1966 "
Siluriformes,Trichomycteridae,Hatcheria,macraei,Hatcheria_macraei,,Chiarello-Sosa et al. 2016 
Stomiiformes,Gonostomatidae,Gonostoma,elongatum,Gonostoma_elongatum,elongated bristlemouth,"Fisher 1983 , Watson 1996 "
Stomiiformes,Gonostomatidae,Sigmops,bathyphilus,Sigmops_bathyphilus,spark anglemouth,Badcock 1986 
Stomiiformes,Sternoptychidae,Maurolicus,muelleri,Maurolicus_muelleri,silvery lightfish,"Young, Blaber, Rose 1987 "
Synbranchiformes,Mastacembelidae,Mastacembelus,platysoma,Mastacembelus_platysoma,,"Abe 1998, Mank & Avise 2006 "
Synbranchiformes,Synbranchidae,Monopterus,cuchia,Monopterus_cuchia,Cuchia,"Nasar 1989, Mank & Avise 2006 "
Synbranchiformes,Synbranchidae,Synbranchus,marmoratus,Synbranchus_marmoratus,,Lo Nostro et al. 2003 
Syngnathiformes,Aulostomidae,Aulostomus,chinensis,Aulostomus_chinensis,Chinese trumpetfish,"Mank & Avise 2006 , Patzner 2008"
Syngnathiformes,Aulostomidae,Aulostomus,maculatus,Aulostomus_maculatus,Trumpetfish,"Mank & Avise 2006, Patzner 2008"
Syngnathiformes,Centriscidae,Macroramphosus,scolopax,Macroramphosus_scolopax,Longspine snipefish,"de Oliveira et al. 1993, Taborsky 1994"
Syngnathiformes,Fistulariidae,Fistularia,commersonii,Fistularia_commersonii,bluespotted cornetfish,"Bariche, Kajajian, & Azzurro 2013, Mank & Avise "
Syngnathiformes,Syngnathidae,Phyllopteryx,taeniolatus,Phyllopteryx_taeniolatus,Common seadragon,"Mank & Avise 2006, Breder & Rosen 1966 "
Syngnathiformes,Syngnathidae,Syngnathus,acus,Syngnathus_acus,Greater pipefish,"Mank & Avise 2006, Breder & Rosen 1966 "
Tetraodontiformes,Balistidae,Pseudobalistes,flavimarginatus,Pseudobalistes_flavimarginatus,Yellowmargin triggerfish,"Gladstone 1994, Mank & Avise 2006 "
Tetraodontiformes,Balistidae,Xanthichthys,mento,Xanthichthys_mento,Redtail triggerfish,"Kawase 2003, Mank & Avise "
Tetraodontiformes,Diodontidae,Chilomycterus,reticulatus,Chilomycterus_reticulatus,Spotfin burrfish,"Mank & Avise 2006, Breder & Rosen 1966, Doi et al. 2015 "
Tetraodontiformes,Diodontidae,Diodon,hystrix,Diodon_hystrix,Spot-fin porcupinefish,"Mank & Avise 2006, Breder & Rosen 1966"
Tetraodontiformes,Molidae,Ranzania,laevis,Ranzania_laevis,slender sunfish,Breder & Rosen 1966 
Tetraodontiformes,Monacanthidae,Oxymonacanthus,longirostris,Oxymonacanthus_longirostris,Longnose filefish,"Barlow 1987, Kawase & Nakazono 1995"
Tetraodontiformes,Monacanthidae,Rudarius,ercodes,Rudarius_ercodes,Whitespotted pygmy filefish,Kawase & Nakazono 1995
Tetraodontiformes,Monacanthidae,Stephanolepis ,hispidus,Stephanolepis_hispidus,planehead filefish,Mancera-Rodriguez & Castro-Hernandez 2015
Tetraodontiformes,Ostraciidae,Lactoria,diaphana,Lactoria_diaphana,Roundbelly cowfish,"Mank & Avise 2006, Taborsky 1994, Breder & Rosen 1966, Leis & Moyer 1984"
Tetraodontiformes,Tetraodontidae,Canthigaster,valentini,Canthigaster_valentini,Sharpnose puffer,"Gladstone 1987, Mank & Avise 2006, Whiteman and Cote 2004 "
Zeiformes,Oreosomatidae,Allocyttus,verrucosus,Allocyttus_verrucosus,Warty oreo,"Lyle & Smith 1997, DeMartini & Sikkel 2006 "
Zeiformes,Oreosomatidae,Neocyttus,rhomboidalis,Neocyttus_rhomboidalis,spiky oreo,Lyle & Smith 1997
Zeiformes,Zeidae,Zenopsis,conchifer,Zenopsis_conchifer,Silvery John dory,Vaz-dos-Santos et al. 2014 